Country,Indicator,Unit,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
"Afghanistan, Islamic Rep. of",Implicit Fossil Fuel Subsidies - Global Warming,USD at constant 2021 prices,522406611.2,438821466.8,507853682.2,667296202.9,778184975.9,757878549.7,793231641.3,863270952.8,958961880.5,960098198.1,990918734.0,1018686775.0,1044380596.0,1065890981.0,1087558405.0,1109335327.0
"Afghanistan, Islamic Rep. of",Implicit Fossil Fuel Subsidies - Local Air Pollution,USD at constant 2021 prices,163421711.3,134836509.0,154667231.4,194212935.2,228293736.3,245802152.6,264755004.4,299230219.1,338527994.3,352854500.5,376622484.3,400264897.9,424411920.4,446927994.9,471250467.9,496724373.6
"Afghanistan, Islamic Rep. of",Implicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,15941657.87,15490918.0,16659423.98,15447341.98,24182322.79,24677036.42,26367316.96,28242229.17,29474886.26,30464991.95,31277707.83,32094981.71
"Afghanistan, Islamic Rep. of",Implicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,624208314.7,422991538.8,448073106.2,675106866.0,829015895.5,810736008.8,1099973400.0,1260243048.0,1203909308.0,1171345988.0,1204094908.0,1237797437.0,1272132607.0,1297827383.0,1327068314.0,1357610214.0
"Afghanistan, Islamic Rep. of",Implicit Fossil Fuel Subsidies - Road damage,USD at constant 2021 prices,12724100.98,8803318.064,10348517.91,12514149.25,17318596.15,16913501.07,18710533.41,19646060.08,20628363.08,21659781.24,22742770.3,23879908.81,25051537.03,25647020.25,26523250.98,27468611.84
"Afghanistan, Islamic Rep. of",Implicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,921794912.4,731458712.5,828106320.9,1116850093.0,1319960854.0,1300619685.0,1664617043.0,1848042188.0,1969546496.0,1961229862.0,2028191547.0,2092495768.0,2155712120.0,2210504195.0,2269509307.0,2330534278.0
Albania,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,Explicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,103378364.0,109192764.6,98037305.18,72741025.89,88882143.62,87865070.5,87700097.92,89340216.99,90890186.11,92723349.77,94536651.11,96489533.3,98421578.9,100338535.2,102228761.5,104090864.9
Albania,Explicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,Explicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,Explicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,124054037.1,131031317.8,117644766.5,87289231.29,88882143.62,87865070.5,87700097.92,89340216.99,90890186.11,92723349.77,94536651.11,96489533.3,98421578.9,100338535.2,102228761.5,104090864.9
Albania,Fossil Fuel Subsidies - Total Implicit and Explicit,USD at constant 2021 prices,363617142.9,242671820.4,371379664.6,691277100.6,545464738.1,412452632.6,862589170.7,1087884394.0,999310485.8,938102076.3,963233794.1,1007022569.0,1049906036.0,1094834864.0,1142140689.0,1187986786.0
Albania,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,USD at constant 2021 prices,8471075.822,11119679.82,12476612.18,11329924.24,21085949.64,17280679.31,21414201.52,19136582.86,27027713.52,28937552.59,32312593.44,35830391.85,38609039.59,41511849.51,44127361.61,46819399.12
Albania,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,USD at constant 2021 prices,26154109.51,11385745.01,31512461.6,64294151.6,33492623.96,27632001.38,33228921.83,38505776.1,45492299.14,47687027.09,50183434.72,52436037.49,54595429.2,56779085.04,59011026.69,61278243.27
Albania,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,USD at constant 2021 prices,103378364.0,109192764.6,98037305.18,72741025.89,88882143.62,87865070.5,87700097.92,89340216.99,90890186.11,92723349.77,94536651.11,96489533.3,98421578.9,100338535.2,102228761.5,104090864.9
Albania,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,USD at constant 2021 prices,205445788.0,89801737.38,210493836.3,529043058.0,402004020.9,279674881.4,720245949.4,940901817.9,835900287.0,768754146.9,786201114.8,822266606.2,858279988.1,896205394.3,936773539.1,975798278.5
Albania,Implicit Fossil Fuel Subsidies - Accidents,USD at constant 2021 prices,28529732.41,7151971.579,26740643.61,82305037.84,57385314.88,43489153.73,107744466.4,129022760.4,114631496.7,103905201.8,102684673.1,103760035.4,104567757.6,105516035.6,106801801.5,107930162.2
Albania,Implicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,26154109.51,11385745.01,31512461.6,64294151.6,33492623.96,27632001.38,33228921.83,38505776.1,45492299.14,47687027.09,50183434.72,52436037.49,54595429.2,56779085.04,59011026.69,61278243.27
Albania,Implicit Fossil Fuel Subsidies - Congestion,USD at constant 2021 prices,20246976.1,5075610.088,18977295.84,58410226.57,40725201.42,30120801.41,94648320.95,113891863.3,105336161.6,102432895.4,107544517.4,115722702.0,124152477.2,133336636.9,143588837.9,154288044.8
Albania,Implicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,Implicit Fossil Fuel Subsidies - Foregone VAT,USD at constant 2021 prices,22001318.24,20623446.03,27695057.6,38365361.52,35557879.28,23865507.07,42856758.39,54382139.0,48149056.46,45901575.87,47123431.46,48888869.52,50675300.35,52531028.24,54462996.69,56366274.21
Albania,Implicit Fossil Fuel Subsidies - Global Warming,USD at constant 2021 prices,71980880.48,43518799.79,84374158.32,163877485.8,125392104.3,95906083.68,171679294.6,212343395.6,208786880.9,203064725.5,212648990.8,224853364.0,236720871.8,249001604.9,261289146.8,273730955.4
Albania,Implicit Fossil Fuel Subsidies - Local Air Pollution,USD at constant 2021 prices,96135249.08,35102979.53,95320742.78,259099914.3,196176555.2,130082668.2,355272646.4,485524659.3,428361573.7,387083619.4,395604695.5,414052238.3,431935111.9,450488595.5,469935503.9,487527810.1
Albania,Implicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,7963208.256,10453020.13,11728600.15,10650659.74,21085949.64,17280679.31,21414201.52,19136582.86,27027713.52,28937552.59,32312593.44,35830391.85,38609039.59,41511849.51,44127361.61,46819399.12
Albania,Implicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,205445788.0,89801737.38,210493836.3,529043058.0,402004020.9,279674881.4,720245949.4,940901817.9,835900287.0,768754146.9,786201114.8,822266606.2,858279988.1,896205394.3,936773539.1,975798278.5
Albania,Implicit Fossil Fuel Subsidies - Road damage,USD at constant 2021 prices,668949.496,167695.501,626999.924,1929843.321,1345539.345,1123348.011,2687586.055,3379359.278,3155130.293,2990708.658,3090834.736,3255826.381,3432938.013,3622427.563,3833640.616,4052674.242
Albania,Implicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,239563105.8,111640502.5,253734898.1,603987869.3,456582594.5,324587562.1,774889072.8,998544176.9,908420299.6,845378726.5,868697143.0,910533035.5,951484456.9,994496328.8,1039911927.0,1083895921.0
Algeria,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,Explicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,685009399.0,0.0,549757340.1,2014371784.0,2211168694.0,2293049948.0,2289263878.0,2320634053.0,2264768632.0,2324434376.0,2352564949.0,2374963497.0,2398696706.0,2430245087.0,2461822077.0,2493506050.0
Algeria,Explicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,9111525638.0,7565047922.0,8902512377.0,11810332780.0,5627070261.0,6051426679.0,13441329200.0,24638000770.0,10395577420.0,9524902037.0,8855651745.0,8216367103.0,7935534573.0,7782116310.0,7707134384.0,7634497309.0
Algeria,Explicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,9139048077.0,5967446649.0,7374203192.0,9174309672.0,8632055411.0,4089502903.0,8312331696.0,18244588530.0,8978770761.0,8109336585.0,8615156105.0,9613418876.0,10112604680.0,10154053640.0,10210387100.0,10270225660.0
Algeria,Explicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,16888003780.0,11779404230.0,14809687260.0,20447225610.0,16470294370.0,12433979530.0,24042924770.0,45203223350.0,21639116810.0,19958673000.0,19823372800.0,20204749480.0,20446835960.0,20366415030.0,20379343560.0,20398229020.0
Algeria,Fossil Fuel Subsidies - Total Implicit and Explicit,USD at constant 2021 prices,39137999790.0,31263961170.0,35081146820.0,42672809350.0,40045174090.0,34036140310.0,47930976800.0,75280831330.0,45564455070.0,44102089790.0,44865909070.0,46517697400.0,47898605210.0,48687804660.0,49543237000.0,50424449140.0
Algeria,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,USD at constant 2021 prices,15037165820.0,13603321640.0,15535344420.0,19427998390.0,12996800550.0,13034972530.0,21187620660.0,34516129890.0,17249198300.0,16376389970.0,15867291820.0,15404838180.0,15321377220.0,15376810770.0,15515666320.0,15659538580.0
Algeria,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,USD at constant 2021 prices,39543800.05,0.0,65137798.2,113709781.3,98096683.65,93518692.19,99035845.85,92865471.57,114969185.8,121730319.9,127922231.8,133086294.5,138101044.7,143153920.7,148330882.2,153595109.4
Algeria,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,USD at constant 2021 prices,685009399.0,0.0,549757340.1,2014371784.0,2211168694.0,2293049948.0,2289263878.0,2320634053.0,2264768632.0,2324434376.0,2352564949.0,2374963497.0,2398696706.0,2430245087.0,2461822077.0,2493506050.0
Algeria,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,USD at constant 2021 prices,26062453660.0,20065609130.0,21666579460.0,24517364840.0,24739108160.0,18614599130.0,24355056430.0,38351201920.0,25935518950.0,25279535120.0,26518130060.0,28604809430.0,30040430240.0,30737594880.0,31417417720.0,32117809410.0
Algeria,Implicit Fossil Fuel Subsidies - Accidents,USD at constant 2021 prices,4376211249.0,3566689709.0,3567450657.0,3795277132.0,3963525986.0,3727770132.0,3931428779.0,4128226872.0,4014425616.0,4065246129.0,4133912938.0,4216130480.0,4342394947.0,4462785138.0,4587317213.0,4715578784.0
Algeria,Implicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,39543800.05,0.0,65137798.2,113709781.3,98096683.65,93518692.19,99035845.85,92865471.57,114969185.8,121730319.9,127922231.8,133086294.5,138101044.7,143153920.7,148330882.2,153595109.4
Algeria,Implicit Fossil Fuel Subsidies - Congestion,USD at constant 2021 prices,2351896991.0,1916837720.0,1917246674.0,2039686925.0,2130108514.0,1788314839.0,2099445656.0,2216132614.0,2070919749.0,2055235309.0,2062264919.0,2080614333.0,2094551021.0,2104448560.0,2115878383.0,2127902579.0
Algeria,Implicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,Implicit Fossil Fuel Subsidies - Foregone VAT,USD at constant 2021 prices,2873395893.0,2503174911.0,2735497558.0,3037764507.0,2989505420.0,2484605850.0,3332877065.0,5072339645.0,2841503774.0,2793887435.0,2899907689.0,3101264237.0,3237320849.0,3295053248.0,3352202003.0,3411487221.0
Algeria,Implicit Fossil Fuel Subsidies - Global Warming,USD at constant 2021 prices,7682074696.0,7286582524.0,7757109522.0,8628594977.0,9441553310.0,9027066928.0,9613725871.0,12183683280.0,9753484638.0,9946977732.0,10432568120.0,11086017830.0,11632081480.0,12062686330.0,12474785650.0,12894756370.0
Algeria,Implicit Fossil Fuel Subsidies - Local Air Pollution,USD at constant 2021 prices,4762257108.0,4044943541.0,4129368958.0,4544342788.0,4858153228.0,4383827511.0,4710470372.0,6271357277.0,5040591934.0,5073927325.0,5301385051.0,5611014204.0,5922771898.0,6169727998.0,6402918144.0,6641512676.0
Algeria,Implicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,5287046633.0,5386394458.0,5913945486.0,6768818790.0,7369730290.0,6983545855.0,7746291458.0,9878129121.0,6853620884.0,6851487934.0,7011640077.0,7188471076.0,7385842646.0,7594694458.0,7808531934.0,8025041267.0
Algeria,Implicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,16923405580.0,14098162480.0,14292376270.0,15343055170.0,16107052750.0,14525096230.0,16042724730.0,20106613390.0,16956748190.0,17170198540.0,17902973960.0,18991390550.0,19927825570.0,20583541240.0,21207030620.0,21847583750.0
Algeria,Implicit Fossil Fuel Subsidies - Road damage,USD at constant 2021 prices,204160077.6,166328532.7,164786187.0,179917413.9,192033262.9,190575515.2,200104291.0,205868290.5,204412548.7,208142861.1,212497552.7,217906843.2,222649060.3,226688353.2,230792048.2,234982495.9
Algeria,Implicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,22249996010.0,19484556940.0,20271459560.0,22225583740.0,23574879720.0,21602160780.0,23888052030.0,30077607980.0,23925338260.0,24143416790.0,25042536270.0,26312947920.0,27451769260.0,28321389620.0,29163893440.0,30026220120.0
Angola,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,Explicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,399097504.4,458846445.9,138557846.4,563664297.2,822035896.9,984434185.3,946108119.3,902729308.0,921328968.1,957066199.0,968858936.6,994947342.7,1018306044.0,1061946412.0,1106292099.0,1153924179.0
Angola,Explicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,Explicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,6122819.113,648224.989,5877718.416,418618865.7,1345827489.0,920752400.5,2015211302.0,5506264751.0,1306351294.0,719263619.1,620826300.5,585706824.8,558384972.8,532136582.2,518132516.4,504251483.6
Angola,Explicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,433108003.3,491625318.1,150559729.3,1020371166.0,2167863386.0,1905186586.0,2961319422.0,6408994059.0,2227680262.0,1676329818.0,1589685237.0,1580654168.0,1576691017.0,1594082994.0,1624424615.0,1658175663.0
Angola,Fossil Fuel Subsidies - Total Implicit and Explicit,USD at constant 2021 prices,3918618135.0,2087930297.0,1662678234.0,4848232053.0,6017976400.0,5381969802.0,6867747801.0,11517112950.0,6530060986.0,6036786277.0,6160529840.0,6417155962.0,6759638073.0,7144696998.0,7555077805.0,7988546178.0
Angola,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,USD at constant 2021 prices,144641433.1,157372180.2,172717179.2,248871216.2,290323829.2,263813176.4,295624646.9,326738093.6,471562895.4,507559971.7,569285725.0,637983339.4,697077274.9,754862890.8,811736266.1,872244193.5
Angola,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,275.019,281.963,291.512,295.932,306.465,313.417,320.672,328.01,335.665,343.372,350.982,358.497
Angola,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,USD at constant 2021 prices,399097504.4,458846445.9,138557846.4,563664297.2,822035896.9,984434185.3,946108119.3,902729308.0,921328968.1,957066199.0,968858936.6,994947342.7,1018306044.0,1061946412.0,1106292099.0,1153924179.0
Angola,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,USD at constant 2021 prices,3346991485.0,1439580987.0,1345279004.0,3997608480.0,4905616399.0,4133722158.0,5626014743.0,10287645250.0,5137168817.0,4572159793.0,4622384858.0,4784224952.0,5044254418.0,5327887352.0,5637049089.0,5962377446.0
Angola,Implicit Fossil Fuel Subsidies - Accidents,USD at constant 2021 prices,1712807933.0,730562816.7,682098095.3,1530049529.0,1599476142.0,1486420944.0,1531915594.0,1591554255.0,1600068490.0,1664772724.0,1734782654.0,1811580573.0,1950611151.0,2100496942.0,2262636210.0,2437409774.0
Angola,Implicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,0.0,0.0,0.0,0.0,275.019,281.963,291.512,295.932,306.465,313.417,320.672,328.01,335.665,343.372,350.982,358.497
Angola,Implicit Fossil Fuel Subsidies - Congestion,USD at constant 2021 prices,204375638.5,87172203.73,81389297.08,182568543.4,190852664.5,167769151.2,192360096.4,208260889.1,213747359.8,226614645.1,239658515.1,253748626.1,268365295.5,283802694.2,300271429.4,317668751.5
Angola,Implicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,Implicit Fossil Fuel Subsidies - Foregone VAT,USD at constant 2021 prices,261563301.1,111357297.2,103707322.4,280878516.8,289089198.0,218842169.6,394892330.4,671163893.2,431761954.7,402312011.9,411068345.9,423620112.5,442051090.1,461959369.0,483776364.4,506723600.8
Angola,Implicit Fossil Fuel Subsidies - Global Warming,USD at constant 2021 prices,869565190.8,476360324.8,467393492.5,1433574475.0,1354814262.0,1232751739.0,1368057961.0,1999364506.0,1601013992.0,1607540327.0,1695263776.0,1815823855.0,1929801994.0,2044652606.0,2158484128.0,2278138891.0
Angola,Implicit Fossil Fuel Subsidies - Local Air Pollution,USD at constant 2021 prices,375955872.7,164091567.7,152642506.5,350338582.5,361548913.0,316820185.6,362569674.5,579612541.7,398805172.3,401327193.5,431161466.2,471708954.8,530979229.7,597428499.3,662069042.4,725851535.3
Angola,Implicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,144641466.0,157372216.0,172717218.5,248871272.9,290323829.2,263813176.4,295624646.9,326738093.6,471562895.4,507559971.7,569285725.0,637983339.4,697077274.9,754862890.8,811736266.1,872244193.5
Angola,Implicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,3340868665.0,1438932762.0,1339401286.0,3578989614.0,3559788910.0,3212969758.0,3610803441.0,4781380501.0,3830817522.0,3852896174.0,4001558558.0,4198518127.0,4485869445.0,4795750770.0,5118916573.0,5458125963.0
Angola,Implicit Fossil Fuel Subsidies - Road damage,USD at constant 2021 prices,61242195.12,26760768.36,24887790.7,50451239.78,54331833.32,54179027.48,56632722.08,58162806.16,56983755.76,57889556.88,58909845.78,60019673.27,61138295.53,62273894.1,63416015.02,64577963.1
Angola,Implicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,3485510131.0,1596304978.0,1512118504.0,3827860887.0,3850113014.0,3476783216.0,3906428379.0,5108118891.0,4302380724.0,4360456459.0,4570844603.0,4836501795.0,5182947056.0,5550614004.0,5930653190.0,6330370515.0
Argentina,Explicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,339870500.0,219917400.0,252894400.0,84561000.0,52057274.76,104484858.9,101941747.3,101942156.1,88634080.67,88316213.97,87999234.63,87681543.9,87364041.05,87046387.38,86728692.69,86410999.38
Argentina,Explicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,25267799370.0,3626721320.0,249794100.0,1948720360.0,2634626247.0,4541126224.0,4061887073.0,3424024046.0,3330876054.0,3272119540.0,3249616360.0,3267891234.0,3321488073.0,3354517764.0,3394474707.0,3437365803.0
Argentina,Explicit Fossil Fuel Subsidies - Natural Gas,USD at constant 2021 prices,4989137310.0,4753364629.0,2878213079.0,4404538555.0,3630219834.0,3188471133.0,6753984861.0,9085088155.0,6099111049.0,6132319000.0,6411561740.0,6438798744.0,6375816405.0,6304210658.0,6245887970.0,6190525503.0
Argentina,Explicit Fossil Fuel Subsidies - Petroleum,USD at constant 2021 prices,1922607000.0,2529857000.0,1716005000.0,858460400.0,740417652.5,749293307.9,603669405.0,1575531114.0,728169465.5,729046482.1,740753693.3,752460904.5,764168115.7,775875326.9,787582538.1,799289749.3
Argentina,Explicit Fossil Fuel Subsidies - Total,USD at constant 2021 prices,37385746070.0,11614183860.0,4966466874.0,7051429593.0,7057321008.0,8583375524.0,11521483090.0,14186585470.0,10246790650.0,10221801240.0,10489931030.0,10546832430.0,10548836640.0,10521650140.0,10514673910.0,10513592050.0
Argentina,Fossil Fuel Subsidies - Total Implicit and Explicit,USD at constant 2021 prices,54312507670.0,33983169380.0,26548230110.0,37471021830.0,36328157190.0,32240262990.0,42750127860.0,50497971880.0,41878912350.0,40386650580.0,41090951600.0,41658301980.0,42342986440.0,42985601130.0,43611814990.0,44248913190.0
Argentina,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,USD at constant 2021 prices,11615549840.0,11468279720.0,10040413940.0,12312032780.0,11432046830.0,10612188520.0,15070650780.0,17728875660.0,15345738290.0,15155250270.0,15577640730.0,15814762680.0,16007392140.0,16182069060.0,16375460740.0,16576184160.0
Argentina,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,USD at constant 2021 prices,874659369.2,657070811.0,716077012.4,641857383.6,368487597.0,409191282.9,429039365.4,453055577.6,466436224.6,467030671.3,491876097.9,499624459.6,514135429.9,524799484.4,534391596.1,544090945.0
Argentina,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,USD at constant 2021 prices,25267799370.0,3626721320.0,249794100.0,1948720360.0,2634626247.0,4541126224.0,4061887073.0,3424024046.0,3330876054.0,3272119540.0,3249616360.0,3267891234.0,3321488073.0,3354517764.0,3394474707.0,3437365803.0
Argentina,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,USD at constant 2021 prices,12369287850.0,18459292410.0,16413182990.0,23624403930.0,21892996510.0,16677756970.0,23188550650.0,28892016600.0,22735861790.0,21492250100.0,21771818410.0,22076023600.0,22499970800.0,22924214820.0,23307487940.0,23691272280.0
Argentina,Implicit Fossil Fuel Subsidies - Accidents,USD at constant 2021 prices,1742892053.0,2727953052.0,2514371771.0,3979901795.0,3618557429.0,2738022050.0,3642959220.0,3955433067.0,3275700354.0,3137017279.0,3102776684.0,3069087136.0,3063052440.0,3056967530.0,3049421779.0,3041783419.0
Argentina,Implicit Fossil Fuel Subsidies - Coal,USD at constant 2021 prices,534788869.2,437153411.0,463182612.4,557296383.6,316430322.3,304706423.9,327097618.1,351113421.4,377802143.9,378714457.3,403876863.2,411942915.7,426771388.8,437753097.0,447662903.4,457679945.6
Argentina,Implicit Fossil Fuel Subsidies - Congestion,USD at constant 2021 prices,2235638325.0,3499193414.0,3225228943.0,5105090110.0,4641587329.0,3109904037.0,5678358133.0,5823275328.0,4793269241.0,4688021528.0,4734740556.0,4784819038.0,4840608190.0,4897859081.0,4954296441.0,5012107031.0
Argentina,Implicit Fossil Fuel Subsidies - Electricity,USD at constant 2021 prices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
